,Unnamed: 0,Unnamed: 0.1,Id,Index,SubIndex,Date,Time,Latitude,Longitude,A,Spin,Knots,Acceleration,Seconds,Elevation,deltaSpin,deltaVelocity
195,195,195,195,19,5,220520,224358,42.17147422,-90.10817155,4075,263.3,7.4,-0.41200000000000003,1,211.40039,6.5,-0.7999999999999989
196,196,196,196,19,6,220520,224359,42.17147023,-90.10821743,3703,263.3,7.4,0.0,1,211.40039,0.0,0.0
197,197,197,197,19,7,220520,224400,42.17146138,-90.10826076,3710,254.6,7.2,-0.10300000000000001,1,211.10058999999998,-8.700000000000017,-0.20000000000000018
198,198,198,198,19,8,220520,224401,42.17145127,-90.10831203,4610,255.1,8.5,0.669,1,211.10058999999998,0.5,1.2999999999999998
199,199,199,199,19,9,220520,224402,42.171440000000004,-90.10837,4082,255.3,9.6,0.5660000000000001,1,210.7998,0.20000000000001705,1.0999999999999996
200,200,200,200,20,0,220520,224425,42.17156602,-90.10975093,4197,264.5,9.0,-1.5430000000000001,23,206.40039,9.199999999999989,-0.5999999999999996
201,201,201,201,20,1,220520,224426,42.17155825,-90.10980486,4378,259.0,8.8,-0.10300000000000001,1,206.0,-5.5,-0.1999999999999993
202,202,202,202,20,2,220520,224427,42.1715513,-90.10985645,3918,259.7,8.4,-0.20600000000000002,1,206.0,0.6999999999999886,-0.40000000000000036
203,203,203,203,20,3,220520,224428,42.17154973,-90.10990509,4244,267.5,7.8,-0.309,1,205.7998,7.800000000000012,-0.6000000000000005
204,204,204,204,20,4,220520,224429,42.17154774,-90.10995996,4221,267.2,8.8,0.514,1,205.7998,-0.30000000000001137,1.0000000000000009
205,205,205,205,20,5,220520,224430,42.17153991,-90.11001641,4219,259.4,9.2,0.20600000000000002,1,205.10058999999998,-7.800000000000012,0.3999999999999986
206,206,206,206,20,6,220520,224431,42.17152554,-90.11007575,4289,251.9,10.0,0.41200000000000003,1,205.2998,-7.4999999999999725,0.8000000000000007
207,207,207,207,20,7,220520,224432,42.17150849,-90.11014177,4324,250.8,11.2,0.617,1,205.60058999999998,-1.0999999999999943,1.1999999999999993
208,208,208,208,20,8,220520,224433,42.17149171,-90.11021317,4758,252.4,12.0,0.41200000000000003,1,206.0,1.5999999999999943,0.8000000000000007
209,209,209,209,20,9,220520,224434,42.171479999999995,-90.11028,4023,256.7,11.0,-0.514,1,205.40039,4.299999999999983,-1.0
210,210,210,210,21,0,220520,224459,42.17208671,-90.11111343,4161,354.2,8.0,-0.875,25,215.7998,97.5,-3.0
211,211,211,211,21,1,220520,224500,42.17210944,-90.11111917,4285,349.4,5.0,-1.5430000000000001,1,215.7998,-4.800000000000012,-3.0
212,212,212,212,21,2,220520,224501,42.17211399,-90.11112033,4406,349.3,1.0,-2.0580000000000003,1,215.7998,-0.0999999999999659,-4.0
213,213,213,213,21,3,220520,224502,42.17211625,-90.111121,4284,347.6,0.5,-0.257,1,215.7998,-1.6999999999999886,-0.5
214,214,214,214,21,4,220520,224503,42.17211671,-90.111121,4082,0.0,0.1,-0.20600000000000002,1,215.7998,-347.6,-0.4
215,215,215,215,21,5,220520,224504,42.17211386,-90.11111608,4146,128.0,1.0,0.46299999999999997,1,215.7998,128.0,0.9
216,216,216,216,21,6,220520,224505,42.17210437,-90.11111112,4042,158.8,2.2,0.617,1,215.7998,30.800000000000008,1.2000000000000002
217,217,217,217,21,7,220520,224506,42.17208858,-90.11110631,4180,167.3,3.5,0.669,1,215.7998,8.5,1.2999999999999998
218,218,218,218,21,8,220520,224507,42.17207024,-90.11110297,4064,172.3,4.0,0.257,1,215.7998,5.0,0.5
219,219,219,219,21,9,220520,224508,42.17205,-90.1111,3989,173.8,4.4,0.20600000000000002,1,215.0,1.5,0.40000000000000036
220,220,220,220,22,0,220520,224518,42.17193625,-90.11098169,4436,101.0,0.8,-1.595,10,214.2002,-72.80000000000003,-3.6000000000000005
221,221,221,221,22,1,220520,224519,42.17193763,-90.11098169,4031,0.0,0.3,-0.257,1,214.2002,-101.0,-0.5
222,222,222,222,22,2,220520,224520,42.1719328,-90.11099234,3986,238.5,2.0,0.875,1,214.2002,238.5,1.7
223,223,223,223,22,3,220520,224521,42.17192825,-90.11101461,3920,254.6,3.7,0.875,1,214.2002,16.099999999999994,1.7000000000000002
224,224,224,224,22,4,220520,224522,42.17192383,-90.11103821,3648,255.8,3.9,0.10300000000000001,1,213.2998,1.200000000000017,0.19999999999999973
225,225,225,225,22,5,220520,224523,42.17191979,-90.11106449,4302,258.3,4.3,0.20600000000000002,1,213.2998,2.5,0.3999999999999999
226,226,226,226,22,6,220520,224524,42.17191555,-90.11110151,4128,261.2,6.0,0.875,1,213.2998,2.8999999999999773,1.7000000000000002
227,227,227,227,22,7,220520,224525,42.17191121,-90.11114985,3843,263.1,7.8,0.9259999999999999,1,213.2998,1.9000000000000343,1.7999999999999998
228,228,228,228,22,8,220520,224526,42.17190628,-90.11120563,4304,263.2,9.0,0.617,1,213.40039,0.0999999999999659,1.2000000000000002
229,229,229,229,22,9,220520,224527,42.1719,-90.11126999999999,4040,262.5,10.4,0.72,1,213.5,-0.6999999999999886,1.4000000000000004
230,230,230,230,23,0,220520,224540,42.17186708,-90.11221187,4193,265.2,11.1,-0.051,13,209.7998,2.6999999999999886,0.6999999999999993
231,231,231,231,23,1,220520,224541,42.17186279,-90.11228092,4188,265.2,11.1,0.0,1,209.0,0.0,0.0
232,232,232,232,23,2,220520,224542,42.17186099,-90.11235017,4592,268.0,11.1,0.0,1,209.0,2.800000000000012,0.0
233,233,233,233,23,3,220520,224543,42.1718589,-90.11242065,4019,267.7,11.3,0.10300000000000001,1,208.60058999999998,-0.30000000000001137,0.20000000000000107
234,234,234,234,23,4,220520,224544,42.17185713,-90.11249240000001,4414,268.1,11.5,0.10300000000000001,1,208.10058999999998,0.4000000000000341,0.1999999999999993
235,235,235,235,23,5,220520,224545,42.1718557,-90.11256166,4335,268.4,11.1,-0.20600000000000002,1,207.60058999999998,0.2999999999999545,-0.40000000000000036
236,236,236,236,23,6,220520,224546,42.17185426,-90.11263093,3951,268.4,11.1,0.0,1,207.2002,0.0,0.0
237,237,237,237,23,7,220520,224547,42.17185053,-90.11270129,4125,265.9,11.3,0.10300000000000001,1,206.7002,-2.5,0.20000000000000107
238,238,238,238,23,8,220520,224548,42.17184134,-90.11276819,3915,259.5,10.9,-0.20600000000000002,1,206.7002,-6.399999999999977,-0.40000000000000036
239,239,239,239,23,9,220520,224549,42.17183,-90.11283,4256,256.1,10.2,-0.36,1,206.0,-3.3999999999999773,-0.7000000000000011
240,240,240,240,24,0,220520,224608,42.17123966,-90.11316445,4215,264.6,5.6,-0.514,19,201.7002,8.5,-4.6
241,241,241,241,24,1,220520,224609,42.17124083,-90.11320062,3962,272.5,5.8,0.10300000000000001,1,201.7002,7.899999999999977,0.20000000000000018
242,242,242,242,24,2,220520,224610,42.17124891,-90.11323581,3885,287.2,5.9,0.051,1,200.5,14.699999999999989,0.10000000000000053
243,243,243,243,24,3,220520,224611,42.17126253,-90.11326844,4198,299.4,6.0,0.051,1,200.5,12.199999999999989,0.09999999999999964
244,244,244,244,24,4,220520,224612,42.17128045,-90.11329538,4236,311.9,5.8,-0.10300000000000001,1,200.5,12.5,-0.20000000000000018
245,245,245,245,24,5,220520,224613,42.17130323,-90.11331787,3956,323.8,6.1,0.154,1,199.7002,11.900000000000036,0.2999999999999998
246,246,246,246,24,6,220520,224614,42.17132818,-90.1133328,4077,336.1,5.9,-0.10300000000000001,1,199.7002,12.300000000000011,-0.1999999999999993
247,247,247,247,24,7,220520,224615,42.1713554,-90.11334013,4098,348.7,6.0,0.051,1,199.7002,12.599999999999964,0.09999999999999964
248,248,248,248,24,8,220520,224616,42.17138362,-90.11333947,3589,1.0,6.1,0.051,1,199.90039,-347.7,0.09999999999999964
249,249,249,249,24,9,220520,224617,42.171409999999995,-90.11333,4479,14.9,5.9,-0.10300000000000001,1,199.90039,13.9,-0.1999999999999993
250,250,250,250,25,0,220520,224642,42.17154766,-90.11195531,4136,90.9,9.7,0.0,25,208.5,76.0,3.799999999999999
251,251,251,251,25,1,220520,224643,42.171548200000004,-90.11189539,4215,89.3,9.6,-0.051,1,208.7002,-1.6000000000000083,-0.09999999999999964
252,252,252,252,25,2,220520,224644,42.1715456,-90.11183619,3920,93.4,9.5,-0.051,1,208.60058999999998,4.1000000000000085,-0.09999999999999964
253,253,253,253,25,3,220520,224645,42.17154406,-90.11177692,4086,92.0,9.5,0.0,1,208.60058999999998,-1.4000000000000057,0.0
254,254,254,254,25,4,220520,224646,42.17154265,-90.1117164,3936,91.8,9.7,0.10300000000000001,1,208.7998,-0.20000000000000284,0.1999999999999993
255,255,255,255,25,5,220520,224647,42.17154054,-90.11165592,4416,92.7,9.7,0.0,1,209.0,0.9000000000000057,0.0
256,256,256,256,25,6,220520,224648,42.17153936,-90.11159538,4099,91.5,9.7,0.0,1,209.0,-1.2000000000000028,0.0
257,257,257,257,25,7,220520,224649,42.17153977,-90.11153296,4265,89.5,10.0,0.154,1,209.10058999999998,-2.0,0.3000000000000007
258,258,258,258,25,8,220520,224650,42.17154056,-90.1114718,4146,89.0,9.8,-0.10300000000000001,1,209.2998,-0.5,-0.1999999999999993
259,259,259,259,25,9,220520,224651,42.17154,-90.11140999999999,4111,90.7,9.9,0.051,1,209.2998,1.7000000000000028,0.09999999999999964
260,260,260,260,26,0,220520,224701,42.17154806,-90.11084015,4280,74.2,5.0,1.338,10,208.7002,-16.5,-4.9
261,261,261,261,26,1,220520,224702,42.17155153,-90.11082592,3988,71.8,2.4,-1.338,1,208.7002,-2.4000000000000057,-2.6
262,262,262,262,26,2,220520,224703,42.17155404,-90.11081719,4230,68.8,1.5,-0.46299999999999997,1,208.7002,-3.0,-0.8999999999999999
263,263,263,263,26,3,220520,224704,42.17156171,-90.1108031,4262,53.7,2.8,0.669,1,208.40039,-15.099999999999996,1.2999999999999998
264,264,264,264,26,4,220520,224705,42.17156985,-90.11079293,4101,42.8,2.4,-0.20600000000000002,1,208.40039,-10.900000000000004,-0.3999999999999999
265,265,265,265,26,5,220520,224706,42.17158108,-90.11078301,3822,33.2,2.9,0.257,1,208.40039,-9.599999999999994,0.5
266,266,266,266,26,6,220520,224707,42.17159454,-90.1107747,4366,24.6,3.2,0.154,1,208.40039,-8.600000000000001,0.30000000000000027
267,267,267,267,26,7,220520,224708,42.17160961,-90.1107686,4200,16.7,3.4,0.10300000000000001,1,208.40039,-7.900000000000002,0.19999999999999973
268,268,268,268,26,8,220520,224709,42.17162439,-90.11076741,4180,3.4,3.2,-0.10300000000000001,1,209.40039,-13.3,-0.19999999999999973
269,269,269,269,26,9,220520,224710,42.171640000000004,-90.11077,4244,353.0,3.4,0.10300000000000001,1,209.40039,349.6,0.19999999999999973
270,270,270,270,27,0,220520,224729,42.17176802,-90.11160875,3738,273.9,10.7,-0.051,19,211.2002,-79.10000000000002,7.299999999999999
271,271,271,271,27,1,220520,224730,42.17177138,-90.11167539,3925,273.9,10.7,0.0,1,210.7998,0.0,0.0
272,272,272,272,27,2,220520,224731,42.17177565,-90.11174256,4364,274.9,10.8,0.051,1,210.7998,1.0,0.10000000000000142
273,273,273,273,27,3,220520,224732,42.17177757,-90.11180993,4144,272.2,10.8,0.0,1,210.40039,-2.6999999999999886,0.0
274,274,274,274,27,4,220520,224733,42.17177696,-90.11187735,3961,269.3,10.8,0.0,1,209.90039,-2.8999999999999773,0.0
275,275,275,275,27,5,220520,224734,42.17177817,-90.11194412,3716,271.4,10.7,-0.051,1,209.60058999999998,2.099999999999966,-0.10000000000000142
276,276,276,276,27,6,220520,224735,42.17177938,-90.11201089,3970,271.4,10.7,0.0,1,209.5,0.0,0.0
277,277,277,277,27,7,220520,224736,42.17178024,-90.11207768,4248,271.0,10.7,0.0,1,209.5,-0.3999999999999773,0.0
278,278,278,278,27,8,220520,224737,42.17178093,-90.11214447,4171,270.8,10.7,0.0,1,209.40039,-0.19999999999998866,0.0
279,279,279,279,27,9,220520,224738,42.17178,-90.11221,3931,268.9,10.5,-0.10300000000000001,1,209.2998,-1.9000000000000343,-0.1999999999999993
280,280,280,280,28,0,220520,224754,42.17165762,-90.11303289,4302,184.9,6.1,-1.6980000000000002,16,204.7998,-83.99999999999997,-4.4
281,281,281,281,28,1,220520,224755,42.17162775,-90.11302822,3901,173.4,6.5,0.20600000000000002,1,204.7998,-11.5,0.40000000000000036
282,282,282,282,28,2,220520,224756,42.17159844,-90.11301461,4246,161.0,6.7,0.10300000000000001,1,204.7998,-12.400000000000004,0.20000000000000018
283,283,283,283,28,3,220520,224757,42.1715712,-90.11299465,4068,151.5,6.7,0.0,1,204.7998,-9.5,0.0
284,284,284,284,28,4,220520,224758,42.17154767,-90.11296743,4129,139.4,6.7,0.0,1,204.7998,-12.099999999999996,0.0
285,285,285,285,28,5,220520,224759,42.17152915,-90.11293546,3968,128.0,6.5,-0.10300000000000001,1,205.7002,-11.400000000000004,-0.20000000000000018
286,286,286,286,28,6,220520,224800,42.17151542,-90.11289796,4134,116.3,6.7,0.10300000000000001,1,205.7002,-11.700000000000005,0.20000000000000018
287,287,287,287,28,7,220520,224801,42.17150742,-90.11285369,4182,103.7,7.3,0.309,1,206.40039,-12.599999999999996,0.5999999999999996
288,288,288,288,28,8,220520,224802,42.17150197,-90.11279862,3836,97.6,8.9,0.823,1,206.40039,-6.1000000000000085,1.6000000000000005
289,289,289,289,28,9,220520,224803,42.1715,-90.11274,4079,92.6,9.4,0.257,1,206.7998,-5.0,0.5
290,290,290,290,29,0,220520,224804,42.17148996,-90.11269284,4171,88.5,9.7,0.154,1,207.10058999999998,-4.099999999999993,0.29999999999999893
291,291,291,291,29,1,220520,224805,42.17149084,-90.11262481,3889,89.0,10.9,0.617,1,207.10058999999998,0.5,1.200000000000001
292,292,292,292,29,2,220520,224806,42.17149181,-90.11255678,3965,88.9,10.9,0.0,1,207.2998,-0.09999999999999433,0.0
293,293,293,293,29,3,220520,224807,42.1714932,-90.11248939,4142,88.4,10.8,-0.051,1,207.60058999999998,-0.5,-0.09999999999999964
294,294,294,294,29,4,220520,224808,42.17149505,-90.11242139,4055,87.9,10.9,0.051,1,207.90039,-0.5,0.09999999999999964
295,295,295,295,29,5,220520,224809,42.17149611,-90.11235336,4129,88.8,10.9,0.0,1,207.90039,0.8999999999999915,0.0
296,296,296,296,29,6,220520,224810,42.17149716,-90.11228534,3802,88.8,10.9,0.0,1,208.2002,0.0,0.0
297,297,297,297,29,7,220520,224811,42.17149841,-90.11221669,3966,88.6,11.0,0.051,1,208.40039,-0.20000000000000284,0.09999999999999964
298,298,298,298,29,8,220520,224812,42.17149947,-90.11214804,3753,88.8,11.0,0.0,1,208.5,0.20000000000000284,0.0
299,299,299,299,29,9,220520,224813,42.1715,-90.11208,4049,89.4,10.9,-0.051,1,208.40039,0.6000000000000085,-0.09999999999999964
300,300,300,300,30,0,220520,224825,42.17150844,-90.11129186,4272,88.2,10.9,0.617,12,209.0,-1.2000000000000028,0.0
301,301,301,301,30,1,220520,224826,42.17150819,-90.11122881,4021,90.3,10.1,-0.41200000000000003,1,208.60058999999998,2.0999999999999943,-0.8000000000000007
302,302,302,302,30,2,220520,224827,42.17151095,-90.11116963,4083,86.4,9.5,-0.309,1,208.60058999999998,-3.899999999999992,-0.5999999999999996
303,303,303,303,30,3,220520,224828,42.17151673,-90.11110958,4079,82.6,9.7,0.10300000000000001,1,208.2002,-3.8000000000000114,0.1999999999999993
304,304,304,304,30,4,220520,224829,42.17152457,-90.1110525,3837,79.5,9.3,-0.20600000000000002,1,208.10058999999998,-3.0999999999999943,-0.3999999999999986
305,305,305,305,30,5,220520,224830,42.17153429,-90.11099787,4205,76.5,9.0,-0.154,1,208.10058999999998,-3.0,-0.3000000000000007
306,306,306,306,30,6,220520,224831,42.17154384,-90.11094382,4136,76.6,8.9,-0.051,1,208.0,0.09999999999999433,-0.09999999999999964
307,307,307,307,30,7,220520,224832,42.17155233,-90.11089457,3946,76.9,8.1,-0.41200000000000003,1,208.7998,0.30000000000001137,-0.8000000000000007
308,308,308,308,30,8,220520,224833,42.17155912,-90.11084993,4016,78.4,7.3,-0.41200000000000003,1,208.7002,1.5,-0.7999999999999998
309,309,309,309,30,9,220520,224834,42.17156,-90.11081,4338,88.3,6.4,-0.46299999999999997,1,208.7002,9.899999999999991,-0.8999999999999995
310,310,310,310,31,0,220520,224844,42.17139772,-90.11043997,3964,121.1,8.0,-0.46299999999999997,10,204.90039,32.8,1.5999999999999996
311,311,311,311,31,1,220520,224845,42.17138179,-90.11040121,4082,119.0,7.1,-0.46299999999999997,1,204.90039,-2.0999999999999943,-0.9000000000000004
312,312,312,312,31,2,220520,224846,42.17136470000001,-90.11035691,4114,117.5,8.0,0.46299999999999997,1,205.0,-1.5,0.9000000000000004
313,313,313,313,31,3,220520,224847,42.17134996,-90.11030105,4037,109.6,9.5,0.772,1,204.40039,-7.900000000000006,1.5
314,314,314,314,31,4,220520,224848,42.17134302,-90.11024628,3858,99.7,8.9,-0.309,1,204.40039,-9.899999999999991,-0.5999999999999996
315,315,315,315,31,5,220520,224849,42.17134417,-90.11019387,4228,88.3,8.4,-0.257,1,204.0,-11.400000000000004,-0.5
316,316,316,316,31,6,220520,224850,42.17134712,-90.11013971,4223,85.8,8.7,0.154,1,204.0,-2.5,0.29999999999999893
317,317,317,317,31,7,220520,224851,42.17134905,-90.11008234,4095,87.4,9.2,0.257,1,203.60058999999998,1.6000000000000083,0.5
318,318,318,318,31,8,220520,224852,42.17135008,-90.11002118,4097,88.7,9.8,0.309,1,203.40039,1.2999999999999972,0.6000000000000014
319,319,319,319,31,9,220520,224853,42.17135,-90.10996,3904,90.1,9.8,0.0,1,203.40039,1.3999999999999917,0.0
320,320,320,320,32,0,220520,224906,42.171271600000004,-90.10919776,4422,97.0,9.6,0.257,13,202.60058999999998,6.900000000000006,-0.20000000000000107
321,321,321,321,32,1,220520,224907,42.17126619,-90.10913828,4117,97.0,9.6,0.0,1,203.2002,0.0,0.0
322,322,322,322,32,2,220520,224908,42.17126101,-90.10907877,4361,96.7,9.6,0.0,1,204.10058999999998,-0.2999999999999972,0.0
323,323,323,323,32,3,220520,224909,42.1712558,-90.10901988,4110,96.8,9.5,-0.051,1,204.10058999999998,0.09999999999999433,-0.09999999999999964
324,324,324,324,32,4,220520,224910,42.17125028,-90.10896168,3647,97.3,9.4,-0.051,1,205.0,0.5,-0.09999999999999964
325,325,325,325,32,5,220520,224911,42.17124492,-90.10890596,4004,97.4,9.0,-0.20600000000000002,1,205.7002,0.10000000000000853,-0.40000000000000036
326,326,326,326,32,6,220520,224912,42.17123955,-90.10885025,4676,97.4,9.0,0.0,1,205.7002,0.0,0.0
327,327,327,327,32,7,220520,224913,42.17123376,-90.10879462,3915,98.0,9.0,0.0,1,206.2998,0.5999999999999943,0.0
328,328,328,328,32,8,220520,224914,42.1712268,-90.10873732,3682,99.3,9.3,0.154,1,206.10058999999998,1.2999999999999972,0.3000000000000007
329,329,329,329,32,9,220520,224915,42.17122,-90.10868,3938,99.1,9.3,0.0,1,206.10058999999998,-0.20000000000000284,0.0
330,330,330,330,33,0,220520,224729,42.17176802,-90.11160875,3738,273.9,10.7,-0.051,-106,211.2002,174.79999999999995,1.3999999999999986
331,331,331,331,33,1,220520,224730,42.17177138,-90.11167539,3925,273.9,10.7,0.0,1,210.7998,0.0,0.0
332,332,332,332,33,2,220520,224731,42.17177565,-90.11174256,4364,274.9,10.8,0.051,1,210.7998,1.0,0.10000000000000142
333,333,333,333,33,3,220520,224732,42.17177757,-90.11180993,4144,272.2,10.8,0.0,1,210.40039,-2.6999999999999886,0.0
334,334,334,334,33,4,220520,224733,42.17177696,-90.11187735,3961,269.3,10.8,0.0,1,209.90039,-2.8999999999999773,0.0
335,335,335,335,33,5,220520,224734,42.17177817,-90.11194412,3716,271.4,10.7,-0.051,1,209.60058999999998,2.099999999999966,-0.10000000000000142
336,336,336,336,33,6,220520,224735,42.17177938,-90.11201089,3970,271.4,10.7,0.0,1,209.5,0.0,0.0
337,337,337,337,33,7,220520,224736,42.17178024,-90.11207768,4248,271.0,10.7,0.0,1,209.5,-0.3999999999999773,0.0
338,338,338,338,33,8,220520,224737,42.17178093,-90.11214447,4171,270.8,10.7,0.0,1,209.40039,-0.19999999999998866,0.0
339,339,339,339,33,9,220520,224738,42.17178,-90.11221,3931,268.9,10.5,-0.10300000000000001,1,209.2998,-1.9000000000000343,-0.1999999999999993
340,340,340,340,34,0,220520,224754,42.17165762,-90.11303289,4302,184.9,6.1,-1.6980000000000002,16,204.7998,-83.99999999999997,-4.4
341,341,341,341,34,1,220520,224755,42.17162775,-90.11302822,3901,173.4,6.5,0.20600000000000002,1,204.7998,-11.5,0.40000000000000036
342,342,342,342,34,2,220520,224756,42.17159844,-90.11301461,4246,161.0,6.7,0.10300000000000001,1,204.7998,-12.400000000000004,0.20000000000000018
343,343,343,343,34,3,220520,224757,42.1715712,-90.11299465,4068,151.5,6.7,0.0,1,204.7998,-9.5,0.0
344,344,344,344,34,4,220520,224758,42.17154767,-90.11296743,4129,139.4,6.7,0.0,1,204.7998,-12.099999999999996,0.0
345,345,345,345,34,5,220520,224759,42.17152915,-90.11293546,3968,128.0,6.5,-0.10300000000000001,1,205.7002,-11.400000000000004,-0.20000000000000018
346,346,346,346,34,6,220520,224800,42.17151542,-90.11289796,4134,116.3,6.7,0.10300000000000001,1,205.7002,-11.700000000000005,0.20000000000000018
347,347,347,347,34,7,220520,224801,42.17150742,-90.11285369,4182,103.7,7.3,0.309,1,206.40039,-12.599999999999996,0.5999999999999996
348,348,348,348,34,8,220520,224802,42.17150197,-90.11279862,3836,97.6,8.9,0.823,1,206.40039,-6.1000000000000085,1.6000000000000005
349,349,349,349,34,9,220520,224803,42.1715,-90.11274,4079,92.6,9.4,0.257,1,206.7998,-5.0,0.5
350,350,350,350,35,0,220520,224804,42.17148996,-90.11269284,4171,88.5,9.7,0.154,1,207.10058999999998,-4.099999999999993,0.29999999999999893
351,351,351,351,35,1,220520,224805,42.17149084,-90.11262481,3889,89.0,10.9,0.617,1,207.10058999999998,0.5,1.200000000000001
352,352,352,352,35,2,220520,224806,42.17149181,-90.11255678,3965,88.9,10.9,0.0,1,207.2998,-0.09999999999999433,0.0
353,353,353,353,35,3,220520,224807,42.1714932,-90.11248939,4142,88.4,10.8,-0.051,1,207.60058999999998,-0.5,-0.09999999999999964
354,354,354,354,35,4,220520,224808,42.17149505,-90.11242139,4055,87.9,10.9,0.051,1,207.90039,-0.5,0.09999999999999964
355,355,355,355,35,5,220520,224809,42.17149611,-90.11235336,4129,88.8,10.9,0.0,1,207.90039,0.8999999999999915,0.0
356,356,356,356,35,6,220520,224810,42.17149716,-90.11228534,3802,88.8,10.9,0.0,1,208.2002,0.0,0.0
357,357,357,357,35,7,220520,224811,42.17149841,-90.11221669,3966,88.6,11.0,0.051,1,208.40039,-0.20000000000000284,0.09999999999999964
358,358,358,358,35,8,220520,224812,42.17149947,-90.11214804,3753,88.8,11.0,0.0,1,208.5,0.20000000000000284,0.0
359,359,359,359,35,9,220520,224813,42.1715,-90.11208,4049,89.4,10.9,-0.051,1,208.40039,0.6000000000000085,-0.09999999999999964
360,360,360,360,36,0,220520,224825,42.17150844,-90.11129186,4272,88.2,10.9,0.617,12,209.0,-1.2000000000000028,0.0
361,361,361,361,36,1,220520,224826,42.17150819,-90.11122881,4021,90.3,10.1,-0.41200000000000003,1,208.60058999999998,2.0999999999999943,-0.8000000000000007
362,362,362,362,36,2,220520,224827,42.17151095,-90.11116963,4083,86.4,9.5,-0.309,1,208.60058999999998,-3.899999999999992,-0.5999999999999996
363,363,363,363,36,3,220520,224828,42.17151673,-90.11110958,4079,82.6,9.7,0.10300000000000001,1,208.2002,-3.8000000000000114,0.1999999999999993
364,364,364,364,36,4,220520,224829,42.17152457,-90.1110525,3837,79.5,9.3,-0.20600000000000002,1,208.10058999999998,-3.0999999999999943,-0.3999999999999986
365,365,365,365,36,5,220520,224830,42.17153429,-90.11099787,4205,76.5,9.0,-0.154,1,208.10058999999998,-3.0,-0.3000000000000007
366,366,366,366,36,6,220520,224831,42.17154384,-90.11094382,4136,76.6,8.9,-0.051,1,208.0,0.09999999999999433,-0.09999999999999964
367,367,367,367,36,7,220520,224832,42.17155233,-90.11089457,3946,76.9,8.1,-0.41200000000000003,1,208.7998,0.30000000000001137,-0.8000000000000007
368,368,368,368,36,8,220520,224833,42.17155912,-90.11084993,4016,78.4,7.3,-0.41200000000000003,1,208.7002,1.5,-0.7999999999999998
369,369,369,369,36,9,220520,224834,42.17156,-90.11081,4338,88.3,6.4,-0.46299999999999997,1,208.7002,9.899999999999991,-0.8999999999999995
370,370,370,370,37,0,220520,224844,42.17139772,-90.11043997,3964,121.1,8.0,-0.46299999999999997,10,204.90039,32.8,1.5999999999999996
371,371,371,371,37,1,220520,224845,42.17138179,-90.11040121,4082,119.0,7.1,-0.46299999999999997,1,204.90039,-2.0999999999999943,-0.9000000000000004
372,372,372,372,37,2,220520,224846,42.17136470000001,-90.11035691,4114,117.5,8.0,0.46299999999999997,1,205.0,-1.5,0.9000000000000004
373,373,373,373,37,3,220520,224847,42.17134996,-90.11030105,4037,109.6,9.5,0.772,1,204.40039,-7.900000000000006,1.5
374,374,374,374,37,4,220520,224848,42.17134302,-90.11024628,3858,99.7,8.9,-0.309,1,204.40039,-9.899999999999991,-0.5999999999999996
375,375,375,375,37,5,220520,224849,42.17134417,-90.11019387,4228,88.3,8.4,-0.257,1,204.0,-11.400000000000004,-0.5
376,376,376,376,37,6,220520,224850,42.17134712,-90.11013971,4223,85.8,8.7,0.154,1,204.0,-2.5,0.29999999999999893
377,377,377,377,37,7,220520,224851,42.17134905,-90.11008234,4095,87.4,9.2,0.257,1,203.60058999999998,1.6000000000000083,0.5
378,378,378,378,37,8,220520,224852,42.17135008,-90.11002118,4097,88.7,9.8,0.309,1,203.40039,1.2999999999999972,0.6000000000000014
379,379,379,379,37,9,220520,224853,42.17135,-90.10996,3904,90.1,9.8,0.0,1,203.40039,1.3999999999999917,0.0
380,380,380,380,38,0,220520,224906,42.171271600000004,-90.10919776,4422,97.0,9.6,0.257,13,202.60058999999998,6.900000000000006,-0.20000000000000107
381,381,381,381,38,1,220520,224907,42.17126619,-90.10913828,4117,97.0,9.6,0.0,1,203.2002,0.0,0.0
382,382,382,382,38,2,220520,224908,42.17126101,-90.10907877,4361,96.7,9.6,0.0,1,204.10058999999998,-0.2999999999999972,0.0
383,383,383,383,38,3,220520,224909,42.1712558,-90.10901988,4110,96.8,9.5,-0.051,1,204.10058999999998,0.09999999999999433,-0.09999999999999964
384,384,384,384,38,4,220520,224910,42.17125028,-90.10896168,3647,97.3,9.4,-0.051,1,205.0,0.5,-0.09999999999999964
385,385,385,385,38,5,220520,224911,42.17124492,-90.10890596,4004,97.4,9.0,-0.20600000000000002,1,205.7002,0.10000000000000853,-0.40000000000000036
386,386,386,386,38,6,220520,224912,42.17123955,-90.10885025,4676,97.4,9.0,0.0,1,205.7002,0.0,0.0
387,387,387,387,38,7,220520,224913,42.17123376,-90.10879462,3915,98.0,9.0,0.0,1,206.2998,0.5999999999999943,0.0
388,388,388,388,38,8,220520,224914,42.1712268,-90.10873732,3682,99.3,9.3,0.154,1,206.10058999999998,1.2999999999999972,0.3000000000000007
389,389,389,389,38,9,220520,224915,42.17122,-90.10868,3938,99.1,9.3,0.0,1,206.10058999999998,-0.20000000000000284,0.0
390,390,390,390,39,0,220520,224934,42.17109454,-90.10758148,4203,99.7,8.0,-0.5660000000000001,19,207.10058999999998,0.6000000000000085,-1.3000000000000007
